,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,ILD,ILD2,RHOB,s_Facies
1047,3,B1 SH,LUKE G U,2674.0,80.13,0.614,6.8,23.7,2.6,1,0.821,4.111497211045222,4.111497211045222,1923.0369098712445,f_siltstone
1048,3,B1 SH,LUKE G U,2674.5,76.51,0.623,6.6,23.6,2.6,1,0.795,4.1975898399100755,4.1975898399100755,1925.067023554604,f_siltstone
1049,3,B1 SH,LUKE G U,2675.0,74.52,0.642,3.3,24.25,2.6,1,0.769,4.385306977749857,4.385306977749857,1876.8905377456051,f_siltstone
1071,3,B1 SH,LUKE G U,2686.0,67.48,0.40700000000000003,8.6,14.6,3.1,1,0.205,2.552701302661247,2.552701302661247,2264.7665207877462,f_siltstone
1072,3,B1 SH,LUKE G U,2686.5,74.05,0.436,8.4,14.8,3.2,1,0.179,2.728977782808041,2.728977782808041,2255.412227074236,f_siltstone
1073,3,B1 SH,LUKE G U,2687.0,77.79,0.46399999999999997,8.2,14.6,3.2,1,0.154,2.910717118066605,2.910717118066605,2260.4633986928106,f_siltstone
1074,3,B1 SH,LUKE G U,2687.5,76.99,0.49,6.9,13.55,3.3,1,0.128,3.0902954325135905,3.0902954325135905,2283.559989258861,f_siltstone
1075,3,B1 SH,LUKE G U,2688.0,75.9,0.502,6.7,15.15,3.4,1,0.10300000000000001,3.1768740706497707,3.1768740706497707,2224.6979099678456,f_siltstone
1076,3,B1 SH,LUKE G U,2688.5,74.27,0.521,3.7,18.55,3.5,1,0.077,3.318944575526104,3.318944575526104,2075.3802180685357,f_siltstone
1077,3,B1 SH,LUKE G U,2689.0,73.43,0.537,-1.0,21.9,3.6,1,0.051,3.443499307633385,3.443499307633385,1917.9554455445545,f_siltstone
1078,3,B1 SH,LUKE G U,2689.5,64.68,0.633,-0.5,20.45,3.3,1,0.026000000000000002,4.295364267648873,4.295364267648873,1970.2574626865671,f_siltstone
1082,6,B1 LM,LUKE G U,2691.5,42.29,0.866,0.6,4.6,4.5,2,0.87,7.345138681571149,7.345138681571149,2507.18370221328,wackestone
1083,6,B1 LM,LUKE G U,2692.0,48.33,0.904,1.8,5.6,4.2,2,0.826,8.016780633876792,8.016780633876792,2491.512627291242,wackestone
1084,6,B1 LM,LUKE G U,2692.5,48.4,0.932,0.9,6.15,3.6,2,0.7829999999999999,8.550667128846834,8.550667128846834,2460.056861755802,wackestone
1085,6,B1 LM,LUKE G U,2693.0,48.41,0.9790000000000001,0.5,6.25,3.4,2,0.7390000000000001,9.527961640236521,9.527961640236521,2450.963567839196,wackestone
1086,6,B1 LM,LUKE G U,2693.5,46.41,1.0070000000000001,-0.2,5.9,3.5,2,0.696,10.16248692870696,10.16248692870696,2452.3886227544913,wackestone
1089,6,B1 LM,LUKE G U,2695.0,36.7,1.072,0.7,3.25,4.1,2,0.565,11.803206356517299,11.803206356517299,2553.5439577039274,wackestone
1090,6,B1 LM,LUKE G U,2695.5,36.01,1.1,0.5,3.05,4.7,2,0.522,12.589254117941675,12.589254117941675,2557.0942211055276,wackestone
1091,6,B1 LM,LUKE G U,2696.0,37.9,1.119,0.8,3.3,4.9,2,0.478,13.152248321922384,13.152248321922384,2553.4217741935486,wackestone
1092,6,B1 LM,LUKE G U,2696.5,40.44,1.119,1.4,3.6,4.7,2,0.435,13.152248321922384,13.152248321922384,2552.6131845841787,wackestone
1093,6,B1 LM,LUKE G U,2697.0,43.51,1.128,1.7,3.75,4.5,2,0.391,13.427649611378635,13.427649611378635,2552.1598677517804,wackestone
1094,6,B1 LM,LUKE G U,2697.5,44.73,1.119,1.8,3.9,4.3,2,0.348,13.152248321922384,13.152248321922384,2548.6409368635436,wackestone
1095,6,B1 LM,LUKE G U,2698.0,52.29,1.119,1.9,4.25,4.2,2,0.304,13.152248321922384,13.152248321922384,2538.383639143731,wackestone
1096,6,B1 LM,LUKE G U,2698.5,57.68,1.095,2.9,5.35,4.3,2,0.261,12.44514611771385,12.44514611771385,2516.0271369721936,wackestone
1102,3,B2 SH,LUKE G U,2701.5,73.93,0.6609999999999999,2.5,9.95,3.6,1,1.0,4.5814188671453335,4.5814188671453335,2354.480769230769,f_siltstone
1103,3,B2 SH,LUKE G U,2702.0,82.15,0.623,5.9,12.95,3.2,1,0.9570000000000001,4.1975898399100755,4.1975898399100755,2293.205472901169,f_siltstone
1115,3,B2 SH,LUKE G U,2708.0,83.52,0.493,-5.5,27.15,3.2,1,0.435,3.1117163371060177,3.1117163371060177,1710.0082938388625,f_siltstone
1116,3,B2 SH,LUKE G U,2708.5,82.88,0.502,-4.8,27.5,2.6,1,0.348,3.1768740706497707,3.1768740706497707,1704.864885496183,f_siltstone
1117,3,B2 SH,LUKE G U,2709.0,76.99,0.53,-2.5,25.55,2.6,1,0.304,3.3884415613920256,3.3884415613920256,1786.1646341463413,f_siltstone
1139,6,B2 LM,LUKE G U,2720.0,25.9,0.866,1.8,8.1,5.1,2,0.21100000000000002,7.345138681571149,7.345138681571149,2407.5004073319756,wackestone
1140,6,B2 LM,LUKE G U,2720.5,32.16,0.8240000000000001,2.9,8.15,5.1,2,0.158,6.668067692136222,6.668067692136222,2420.867507723996,wackestone
1141,6,B2 LM,LUKE G U,2721.0,34.86,0.773,3.5,8.55,5.1,2,0.105,5.929253245799998,5.929253245799998,2415.366580310881,wackestone
1142,6,B2 LM,LUKE G U,2721.5,38.53,0.726,2.8,8.9,5.1,2,0.053,5.321082592667942,5.321082592667942,2394.0395061728395,wackestone
1143,3,B3 SH,LUKE G U,2722.0,40.07,0.595,0.3,8.95,4.9,1,1.0,3.9355007545577743,3.9355007545577743,2358.7112838515545,f_siltstone
1144,3,B3 SH,LUKE G U,2722.5,45.45,0.493,-5.8,11.9,4.4,1,0.971,3.1117163371060177,3.1117163371060177,2183.1279773156903,f_siltstone
1145,3,B3 SH,LUKE G U,2723.0,54.42,0.446,-16.0,17.8,3.7,1,0.943,2.7925438412373382,2.7925438412373382,1879.620689655172,f_siltstone
1146,3,B3 SH,LUKE G U,2723.5,82.13,0.42700000000000005,-12.2,23.4,3.3,1,0.914,2.6730064086633116,2.6730064086633116,1760.464705882353,f_siltstone
1147,3,B3 SH,LUKE G U,2724.0,95.72,0.39899999999999997,-5.6,27.1,2.9,1,0.8859999999999999,2.5061092530321134,2.5061092530321134,1710.7250000000001,f_siltstone
1148,3,B3 SH,LUKE G U,2724.5,100.54,0.371,-0.6,29.6,2.6,1,0.857,2.3496328208483073,2.3496328208483073,1669.1258449304173,f_siltstone
1149,3,B3 SH,LUKE G U,2725.0,101.09,0.34299999999999997,-0.2,29.8,2.5,1,0.8290000000000001,2.202926463053456,2.202926463053456,1665.2628742514971,f_siltstone
1150,3,B3 SH,LUKE G U,2725.5,97.01,0.306,-0.5,29.55,2.4,1,0.8,2.0230191786782714,2.0230191786782714,1671.4514925373132,f_siltstone
1151,3,B3 SH,LUKE G U,2726.0,89.65,0.268,-3.4,28.0,2.4,1,0.7709999999999999,1.8535316234148114,1.8535316234148114,1700.2829787234043,f_siltstone
1152,3,B3 SH,LUKE G U,2726.5,87.36,0.25,-1.3,23.45,2.4,1,0.743,1.7782794100389228,1.7782794100389228,1864.630947680158,f_siltstone
1153,3,B3 SH,LUKE G U,2727.0,84.42,0.231,3.0,20.9,2.5,1,0.7140000000000001,1.7021585083949506,1.7021585083949506,1988.4690721649486,f_siltstone
1154,3,B3 SH,LUKE G U,2727.5,83.16,0.222,7.3,18.85,2.7,1,0.6859999999999999,1.667247212551063,1.667247212551063,2099.4144012944985,f_siltstone
1155,3,B3 SH,LUKE G U,2728.0,82.81,0.212,7.6,19.5,2.7,1,0.657,1.6292960326397223,1.6292960326397223,2078.971428571429,f_siltstone
1156,3,B3 SH,LUKE G U,2728.5,85.11,0.19399999999999998,4.3,21.85,2.8,1,0.629,1.563147642640954,1.563147642640954,1967.501724137931,f_siltstone
1157,3,B3 SH,LUKE G U,2729.0,86.75,0.19399999999999998,4.1,21.85,2.7,1,0.6,1.563147642640954,1.563147642640954,1965.7730448383732,f_siltstone
1158,3,B3 SH,LUKE G U,2729.5,87.27,0.19399999999999998,3.0,21.2,2.6,1,0.5710000000000001,1.563147642640954,1.563147642640954,1978.2628865979382,f_siltstone
1159,3,B3 SH,LUKE G U,2730.0,85.02,0.203,5.4,19.6,2.6,1,0.5429999999999999,1.5958791472367326,1.5958791472367326,2055.379069767442,f_siltstone
1160,3,B3 SH,LUKE G U,2730.5,79.75,0.226,5.8,19.7,2.6,1,0.514,1.6826740610704674,1.6826740610704674,2055.5726114649683,f_siltstone
1161,3,B3 SH,LUKE G U,2731.0,78.3,0.24,5.5,19.85,2.6,1,0.486,1.7378008287493754,1.7378008287493754,2047.5753968253966,f_siltstone
1162,3,B3 SH,LUKE G U,2731.5,81.07,0.26899999999999996,7.6,18.4,2.6,1,0.457,1.8578044550916983,1.8578044550916983,2118.2571428571428,f_siltstone
1173,3,B3 SH,LUKE G U,2737.0,78.97,0.521,4.4,11.5,3.3,1,0.14300000000000002,3.318944575526104,3.318944575526104,2325.633472803347,f_siltstone
1174,3,B3 SH,LUKE G U,2737.5,80.06,0.5579999999999999,5.7,11.65,3.4,1,0.114,3.6140986263961326,3.6140986263961326,2336.3617709437963,f_siltstone
1189,3,B4 SH,LUKE G U,2745.0,71.55,0.5579999999999999,5.1,9.85,3.3,1,0.7829999999999999,3.6140986263961326,3.6140986263961326,2391.6315595363544,f_siltstone
1190,3,B4 SH,LUKE G U,2745.5,78.54,0.5670000000000001,6.9,11.35,3.3,1,0.7390000000000001,3.6897759857015036,3.6897759857015036,2361.5406552094523,f_siltstone
1191,3,B4 SH,LUKE G U,2746.0,82.48,0.5489999999999999,9.5,13.95,3.2,1,0.696,3.5399734108343464,3.5399734108343464,2298.0759668508285,f_siltstone
1192,3,B4 SH,LUKE G U,2746.5,77.48,0.5489999999999999,8.7,13.65,3.2,1,0.652,3.5399734108343464,3.5399734108343464,2300.1765060240964,f_siltstone
1204,3,B4 SH,LUKE G U,2752.5,74.99,0.53,2.7,12.25,3.5,1,0.13,3.3884415613920256,3.3884415613920256,2279.0823741007193,f_siltstone
1205,3,B4 SH,LUKE G U,2753.0,79.04,0.539,3.0,14.5,3.6,1,0.087,3.45939377826122,3.45939377826122,2206.201030927835,f_siltstone
1206,3,B4 SH,LUKE G U,2753.5,79.86,0.5579999999999999,3.2,17.8,3.4,1,0.043,3.6140986263961326,3.6140986263961326,2095.981818181818,f_siltstone
1207,3,B4 SH,LUKE G U,2754.0,79.11,0.61,7.0,17.7,3.2,1,0.01,4.073802778041127,4.073802778041127,2137.435483870968,f_siltstone
1208,6,B4 LM,LUKE G U,2754.5,79.11,0.61,7.0,17.7,3.2,2,1.0,4.073802778041127,4.073802778041127,2137.435483870968,wackestone
1214,3,B5 SH,LUKE G U,2757.5,26.23,0.465,1.3,7.95,4.8,1,1.0,2.917427014001167,2.917427014001167,2405.64452887538,f_siltstone
1215,3,B5 SH,LUKE G U,2758.0,31.45,0.42700000000000005,-1.1,13.65,4.5,1,0.917,2.6730064086633116,2.6730064086633116,2186.301038575668,f_siltstone
1216,3,B5 SH,LUKE G U,2758.5,39.85,0.371,-0.9,19.55,3.8,1,0.833,2.3496328208483073,2.3496328208483073,1995.7545589692766,f_siltstone
1217,3,B5 SH,LUKE G U,2759.0,55.71,0.36200000000000004,-0.7,28.15,2.9,1,0.75,2.3014418174085085,2.3014418174085085,1715.9574478649452,f_siltstone
1218,3,B5 SH,LUKE G U,2759.5,65.46,0.34299999999999997,-1.4,26.8,2.6,1,0.667,2.202926463053456,2.202926463053456,1754.710650887574,f_siltstone
1219,3,B5 SH,LUKE G U,2760.0,68.77,0.34299999999999997,-2.9,24.15,2.7,1,0.583,2.202926463053456,2.202926463053456,1827.6602040816326,f_siltstone
1220,3,B5 SH,LUKE G U,2760.5,73.83,0.34299999999999997,1.1,20.65,2.9,1,0.5,2.202926463053456,2.202926463053456,1979.1206774519717,f_siltstone
1221,3,B5 SH,LUKE G U,2761.0,76.77,0.409,-1.1,21.85,3.1,1,0.41700000000000004,2.564484036517717,2.564484036517717,1918.6452522255192,f_siltstone
1222,3,B5 SH,LUKE G U,2761.5,77.06,0.455,-2.4,22.9,3.0,1,0.33299999999999996,2.8510182675039095,2.8510182675039095,1872.4117187499999,f_siltstone
1223,3,B5 SH,LUKE G U,2762.0,75.99,0.493,-3.3,23.45,2.9,1,0.25,3.1117163371060177,3.1117163371060177,1846.4212487899322,f_siltstone
1224,3,B5 SH,LUKE G U,2762.5,70.48,0.53,-4.2,23.9,2.8,1,0.16699999999999998,3.3884415613920256,3.3884415613920256,1823.7902111324377,f_siltstone
1225,3,B5 SH,LUKE G U,2763.0,64.69,0.5670000000000001,-5.8,24.6,2.7,1,0.083,3.6897759857015036,3.6897759857015036,1787.003213610586,f_siltstone
1255,6,B5 LM,LUKE G U,2778.0,68.42,0.5670000000000001,-0.4,13.2,4.5,2,0.16699999999999998,3.6897759857015036,3.6897759857015036,2209.5354581673305,wackestone
1256,6,B5 LM,LUKE G U,2778.5,87.91,0.586,0.4,10.5,4.4,2,0.139,3.854783576657718,3.854783576657718,2308.7084337349397,wackestone
1257,6,B5 LM,LUKE G U,2779.0,90.81,0.633,1.9,7.55,4.5,2,0.111,4.295364267648873,4.295364267648873,2427.3744648318047,wackestone
1258,6,B5 LM,LUKE G U,2779.5,88.5,0.6509999999999999,2.0,5.6,4.7,2,0.083,4.477133041763624,4.477133041763624,2494.428571428571,wackestone
1259,6,B5 LM,LUKE G U,2780.0,92.21,0.6609999999999999,1.8,4.3,4.8,2,0.055999999999999994,4.5814188671453335,4.5814188671453335,2535.198981670061,wackestone
1260,6,B5 LM,LUKE G U,2780.5,89.56,0.6609999999999999,2.0,4.2,4.7,2,0.027999999999999997,4.5814188671453335,4.5814188671453335,2541.5714285714284,wackestone
1261,6,B5 LM,LUKE G U,2781.0,78.51,0.642,1.5,5.05,4.5,2,0.01,4.385306977749857,4.385306977749857,2505.5621827411164,wackestone
1262,3,C SH,LUKE G U,2781.5,78.51,0.642,1.5,5.05,4.5,1,1.0,4.385306977749857,4.385306977749857,2505.5621827411164,f_siltstone
1263,3,C SH,LUKE G U,2782.0,80.19,0.614,1.2,9.4,4.2,1,0.982,4.111497211045222,4.111497211045222,2355.832388663968,f_siltstone
1264,3,C SH,LUKE G U,2782.5,85.11,0.5670000000000001,0.2,13.0,3.9,1,0.965,3.6897759857015036,3.6897759857015036,2223.440280561122,f_siltstone
1265,3,C SH,LUKE G U,2783.0,86.97,0.5489999999999999,0.7,16.65,3.4,1,0.9470000000000001,3.5399734108343464,3.5399734108343464,2108.226737160121,f_siltstone
1266,3,C SH,LUKE G U,2783.5,84.85,0.5489999999999999,2.9,18.35,3.2,1,0.93,3.5399734108343464,3.5399734108343464,2074.2145726055614,f_siltstone
1267,3,C SH,LUKE G U,2784.0,80.37,0.5489999999999999,5.2,19.5,3.1,1,0.912,3.5399734108343464,3.5399734108343464,2057.0025316455694,f_siltstone
1268,3,C SH,LUKE G U,2784.5,74.4,0.5579999999999999,8.4,20.7,3.0,1,0.895,3.6140986263961326,3.6140986263961326,2042.8576419213975,f_siltstone
1269,3,C SH,LUKE G U,2785.0,74.77,0.5579999999999999,9.2,20.3,3.0,1,0.877,3.6140986263961326,3.6140986263961326,2064.024669603524,f_siltstone
1270,3,C SH,LUKE G U,2785.5,75.13,0.5489999999999999,8.6,18.9,3.1,1,0.86,3.5399734108343464,3.5399734108343464,2109.5148796498906,f_siltstone
1271,3,C SH,LUKE G U,2786.0,74.23,0.5489999999999999,8.9,17.95,3.2,1,0.8420000000000001,3.5399734108343464,3.5399734108343464,2146.630461031833,f_siltstone
1272,3,C SH,LUKE G U,2786.5,73.64,0.539,10.0,16.7,3.2,1,0.825,3.45939377826122,3.45939377826122,2202.666666666667,f_siltstone
1273,3,C SH,LUKE G U,2787.0,74.34,0.5329999999999999,10.0,16.9,3.3,1,0.807,3.4119291162192846,3.4119291162192846,2195.3333333333335,f_siltstone
1274,3,C SH,LUKE G U,2787.5,74.26,0.53,8.9,17.65,3.3,1,0.789,3.3884415613920256,3.3884415613920256,2157.4976399560924,f_siltstone
1275,3,C SH,LUKE G U,2788.0,73.78,0.53,6.7,18.75,3.2,1,0.772,3.3884415613920256,3.3884415613920256,2097.3667202572346,f_siltstone
1276,3,C SH,LUKE G U,2788.5,73.38,0.53,5.7,18.45,3.2,1,0.754,3.3884415613920256,3.3884415613920256,2098.3978260869562,f_siltstone
1277,3,C SH,LUKE G U,2789.0,72.69,0.53,5.0,18.1,3.1,1,0.737,3.3884415613920256,3.3884415613920256,2103.7631578947367,f_siltstone
1278,3,C SH,LUKE G U,2789.5,73.82,0.521,5.8,16.3,3.1,1,0.7190000000000001,3.318944575526104,3.318944575526104,2174.680891719745,f_siltstone
1279,3,C SH,LUKE G U,2790.0,77.1,0.493,7.6,15.5,3.2,1,0.7020000000000001,3.1117163371060177,3.1117163371060177,2221.828571428571,f_siltstone
1280,3,C SH,LUKE G U,2790.5,78.49,0.483,13.0,13.3,3.2,1,0.684,3.040885025676279,3.040885025676279,2360.0172413793107,f_siltstone
1281,3,C SH,LUKE G U,2791.0,78.59,0.465,14.3,14.25,3.3,1,0.667,2.917427014001167,2.917427014001167,2337.2335472578766,f_siltstone
1282,3,C SH,LUKE G U,2791.5,78.57,0.455,13.4,14.5,3.3,1,0.649,2.8510182675039095,2.8510182675039095,2318.5595842956122,f_siltstone
1283,3,C SH,LUKE G U,2792.0,76.44,0.436,13.1,14.45,3.4,1,0.632,2.728977782808041,2.728977782808041,2317.41582278481,f_siltstone
1284,3,C SH,LUKE G U,2792.5,74.66,0.42700000000000005,10.5,13.25,3.4,1,0.614,2.6730064086633116,2.6730064086633116,2334.70251396648,f_siltstone
1285,3,C SH,LUKE G U,2793.0,74.76,0.418,10.1,13.45,3.4,1,0.596,2.618183008218985,2.618183008218985,2322.934760845384,f_siltstone
1286,3,C SH,LUKE G U,2793.5,75.86,0.409,9.9,15.35,3.4,1,0.579,2.564484036517717,2.564484036517717,2251.1413429522754,f_siltstone
1287,3,C SH,LUKE G U,2794.0,77.96,0.409,7.7,17.05,3.4,1,0.561,2.564484036517717,2.564484036517717,2167.461700975081,f_siltstone
1288,3,C SH,LUKE G U,2794.5,78.82,0.418,7.3,20.75,3.3,1,0.544,2.618183008218985,2.618183008218985,2031.7768608414242,f_siltstone
1301,3,C SH,LUKE G U,2801.0,69.34,0.6509999999999999,10.1,12.05,3.7,1,0.281,4.477133041763624,4.477133041763624,2374.325194660734,f_siltstone
1302,3,C SH,LUKE G U,2801.5,72.24,0.633,10.1,12.25,3.7,1,0.263,4.295364267648873,4.295364267648873,2366.9837041156843,f_siltstone
1303,3,C SH,LUKE G U,2802.0,75.96,0.614,8.8,14.7,3.7,1,0.24600000000000002,4.111497211045222,4.111497211045222,2263.2921052631577,f_siltstone
1304,3,C SH,LUKE G U,2802.5,79.36,0.586,7.7,18.45,3.7,1,0.228,3.854783576657718,3.854783576657718,2117.4075297941495,f_siltstone
1305,3,C SH,LUKE G U,2803.0,81.47,0.5670000000000001,0.4,24.1,3.5,1,0.21100000000000002,3.6897759857015036,3.6897759857015036,1858.1060240963855,f_siltstone
1306,3,C SH,LUKE G U,2803.5,78.28,0.5489999999999999,1.9,23.15,3.3,1,0.193,3.5399734108343464,3.5399734108343464,1902.6038226299697,f_siltstone
1307,3,C SH,LUKE G U,2804.0,75.1,0.53,3.0,20.4,3.0,1,0.175,3.3884415613920256,3.3884415613920256,2005.479381443299,f_siltstone
1308,3,C SH,LUKE G U,2804.5,75.6,0.511,5.7,18.55,2.9,1,0.158,3.2433961734934926,3.2433961734934926,2094.89835630965,f_siltstone
1309,3,C SH,LUKE G U,2805.0,77.08,0.521,9.5,16.25,3.1,1,0.14,3.318944575526104,3.318944575526104,2214.2085635359117,f_siltstone
1310,3,C SH,LUKE G U,2805.5,78.66,0.521,9.8,15.9,3.3,1,0.12300000000000001,3.318944575526104,3.318944575526104,2229.9926829268293,f_siltstone
1311,3,C SH,LUKE G U,2806.0,79.17,0.521,9.5,15.55,3.3,1,0.105,3.318944575526104,3.318944575526104,2239.733425414365,f_siltstone
1312,3,C SH,LUKE G U,2806.5,79.34,0.53,8.1,15.35,3.1,1,0.08800000000000001,3.3884415613920256,3.3884415613920256,2232.4530467899895,f_siltstone
1313,3,C SH,LUKE G U,2807.0,80.0,0.5379999999999999,1.6,19.0,2.7,1,0.07,3.451437393358562,3.451437393358562,2039.2048780487803,f_siltstone
1314,3,C SH,LUKE G U,2807.5,79.37,0.562,-7.0,25.6,1.8,1,0.053,3.6475394692560785,3.6475394692560785,1744.9672897196263,f_siltstone
1315,3,C SH,LUKE G U,2808.0,77.67,0.584,0.7,26.45,1.0,1,0.035,3.8370724549227875,3.8370724549227875,1782.5469788519636,f_siltstone
1316,3,C SH,LUKE G U,2808.5,75.52,0.606,3.9,25.05,0.2,1,0.018000000000000002,4.03645392967605,4.03645392967605,1854.152289281998,f_siltstone
1318,6,C LM,LUKE G U,2811.0,18.63,1.063,5.1,3.55,4.6,2,0.941,11.561122421920986,11.561122421920986,2610.704267650158,wackestone
1319,6,C LM,LUKE G U,2811.5,22.29,1.109,2.9,5.15,4.6,2,0.9259999999999999,12.852866599436155,12.852866599436155,2522.824253347065,wackestone
1320,6,C LM,LUKE G U,2812.0,26.95,1.137,3.4,5.5,4.5,2,0.912,13.708817661648537,13.708817661648537,2518.211801242236,wackestone
1321,6,C LM,LUKE G U,2812.5,32.25,1.137,3.6,5.6,4.3,2,0.897,13.708817661648537,13.708817661648537,2517.698755186722,wackestone
1322,6,C LM,LUKE G U,2813.0,33.61,1.137,3.1,5.15,4.3,2,0.882,13.708817661648537,13.708817661648537,2525.763003095975,wackestone
1323,6,C LM,LUKE G U,2813.5,35.08,1.109,2.8,4.7,4.5,2,0.868,12.852866599436155,12.852866599436155,2536.6320987654317,wackestone
1324,6,C LM,LUKE G U,2814.0,33.38,1.072,2.6,4.5,4.6,2,0.853,11.803206356517299,11.803206356517299,2540.4359342915814,wackestone
1325,6,C LM,LUKE G U,2814.5,30.61,1.016,2.0,4.6,4.6,2,0.838,10.375284158180126,10.375284158180126,2528.1020408163267,wackestone
1326,6,C LM,LUKE G U,2815.0,29.09,0.9790000000000001,1.2,5.0,4.6,2,0.8240000000000001,9.527961640236521,9.527961640236521,2502.795951417004,wackestone
1329,6,C LM,LUKE G U,2816.5,39.19,0.932,7.0,6.1,4.3,2,0.779,8.550667128846834,8.550667128846834,2549.048387096774,wackestone
1330,6,C LM,LUKE G U,2817.0,43.79,0.932,9.1,6.55,4.3,2,0.765,8.550667128846834,8.550667128846834,2562.361221122112,wackestone
1331,6,C LM,LUKE G U,2817.5,51.07,0.932,8.4,6.9,4.2,2,0.75,8.550667128846834,8.550667128846834,2540.019213973799,wackestone
1332,6,C LM,LUKE G U,2818.0,49.55,0.955,5.7,5.75,4.2,2,0.735,9.015711376059569,9.015711376059569,2542.8304878048784,wackestone
1333,6,C LM,LUKE G U,2818.5,42.49,0.9790000000000001,3.5,4.85,4.3,2,0.721,9.527961640236521,9.527961640236521,2541.8950777202076,wackestone
1334,6,C LM,LUKE G U,2819.0,48.45,1.0070000000000001,3.5,5.05,4.4,2,0.706,10.16248692870696,10.16248692870696,2535.0556994818653,wackestone
1335,6,C LM,LUKE G U,2819.5,54.59,1.044,3.9,5.45,4.4,2,0.691,11.066237839776663,11.066237839776663,2527.2011966701352,wackestone
1336,6,C LM,LUKE G U,2820.0,56.75,1.053,3.5,5.45,4.5,2,0.6759999999999999,11.297959146727976,11.297959146727976,2521.376943005181,wackestone
1337,6,C LM,LUKE G U,2820.5,48.11,1.044,2.8,5.5,4.7,2,0.662,11.066237839776663,11.066237839776663,2509.4716049382714,wackestone
1338,6,C LM,LUKE G U,2821.0,41.37,1.016,2.3,5.65,4.7,2,0.647,10.375284158180126,10.375284158180126,2497.1106960081884,wackestone
1339,6,C LM,LUKE G U,2821.5,40.62,0.997,1.8,6.0,4.8,2,0.632,9.931160484209338,9.931160484209338,2478.0706720977596,wackestone
1340,6,C LM,LUKE G U,2822.0,43.16,0.988,1.7,6.35,4.8,2,0.618,9.727472237769652,9.727472237769652,2464.876042726348,wackestone
1341,6,C LM,LUKE G U,2822.5,46.73,0.9690000000000001,2.6,7.1,4.7,2,0.603,9.311078754678306,9.311078754678306,2452.3455852156058,wackestone
1342,6,C LM,LUKE G U,2823.0,51.04,0.96,3.7,8.15,4.5,2,0.588,9.120108393559097,9.120108393559097,2431.7665109034265,wackestone
1343,6,C LM,LUKE G U,2823.5,54.56,0.9790000000000001,3.6,8.2,4.2,2,0.574,9.527961640236521,9.527961640236521,2428.6946058091285,wackestone
1344,6,C LM,LUKE G U,2824.0,53.58,1.0070000000000001,3.4,7.8,3.9,2,0.5589999999999999,10.16248692870696,10.16248692870696,2439.6403726708077,wackestone
1345,6,C LM,LUKE G U,2824.5,50.0,1.081,2.5,6.75,3.8,2,0.544,12.050359403717973,12.050359403717973,2462.7884615384614,wackestone
1346,6,C LM,LUKE G U,2825.0,46.51,1.1,0.7,5.35,3.8,2,0.529,12.589254117941675,12.589254117941675,2483.755438066465,wackestone
1347,6,C LM,LUKE G U,2825.5,41.43,1.109,0.6,5.3,3.9,2,0.515,12.852866599436155,12.852866599436155,2483.9442655935613,wackestone
1348,6,C LM,LUKE G U,2826.0,40.19,1.081,0.6,5.4,3.9,2,0.5,12.050359403717973,12.050359403717973,2480.624346076459,wackestone
1349,6,C LM,LUKE G U,2826.5,42.42,1.025,1.0,5.6,3.8,2,0.485,10.592537251772887,10.592537251772887,2479.833333333333,wackestone
1350,6,C LM,LUKE G U,2827.0,61.67,1.025,3.7,7.05,3.9,2,0.47100000000000003,10.592537251772887,10.592537251772887,2469.4612149532713,wackestone
1351,6,C LM,LUKE G U,2827.5,87.35,1.054,4.9,7.65,3.9,2,0.456,11.324003632355572,11.324003632355572,2465.3925867507887,wackestone
1352,6,C LM,LUKE G U,2828.0,105.98,1.072,6.3,8.35,4.0,2,0.441,11.803206356517299,11.803206356517299,2459.873159018143,wackestone
1356,6,C LM,LUKE G U,2830.0,105.14,0.988,1.7,4.95,4.6,2,0.382,9.727472237769652,9.727472237769652,2511.87502543235,wackestone
1357,6,C LM,LUKE G U,2830.5,100.12,0.96,3.0,5.3,4.6,2,0.368,9.120108393559097,9.120108393559097,2519.1907216494847,wackestone
1358,6,C LM,LUKE G U,2831.0,123.09,0.9129999999999999,5.1,6.65,4.6,2,0.353,8.184647881347898,8.184647881347898,2502.9065858798735,wackestone
1362,6,C LM,LUKE G U,2833.0,105.0,0.988,7.7,11.85,4.3,2,0.294,9.727472237769652,9.727472237769652,2353.377193932828,wackestone
1363,6,C LM,LUKE G U,2833.5,85.77,0.997,8.5,11.15,4.3,2,0.27899999999999997,9.931160484209338,9.931160484209338,2388.1188524590166,wackestone
1364,6,C LM,LUKE G U,2834.0,58.49,0.988,1.2,5.6,4.5,2,0.265,9.727472237769652,9.727472237769652,2482.7554655870445,wackestone
1365,6,C LM,LUKE G U,2834.5,47.01,0.9690000000000001,2.0,4.1,4.7,2,0.25,9.311078754678306,9.311078754678306,2544.9387755102043,wackestone
1366,3,C LM,LUKE G U,2835.0,44.86,0.9129999999999999,2.1,3.95,4.8,1,0.235,8.184647881347898,8.184647881347898,2551.5039325842695,f_siltstone
1367,3,C LM,LUKE G U,2835.5,45.57,0.727,-1.4,5.8,4.7,1,0.221,5.333348954876209,5.333348954876209,2438.142603550296,f_siltstone
1368,3,C LM,LUKE G U,2836.0,48.45,0.642,-5.6,9.0,4.5,1,0.20600000000000002,4.385306977749857,4.385306977749857,2276.35,f_siltstone
